gene_id	sample	zscores	ncounts
ENSG00000001617	CONTROL_15_prostatecancer	3.25635944440158	43.0423884332134
ENSG00000002586	PRAD_10_prostatecancer	3.16390354845632	277.68882257929
ENSG00000002586	PRAD_100_prostatecancer	3.84359492517295	467.431846136412
ENSG00000002586	PRAD_101_prostatecancer	3.26199098682913	299.376340758665
ENSG00000002586	PRAD_104_prostatecancer	3.53126742658639	367.98926395253
ENSG00000002586	PRAD_105_prostatecancer	3.64807528261873	402.433057207336
ENSG00000002586	PRAD_106_prostatecancer	3.82742772534265	461.68136762823
ENSG00000002586	PRAD_108_prostatecancer	3.18033127190281	281.208698975588
ENSG00000002586	PRAD_111_prostatecancer	3.2771318273714	302.871220685072
ENSG00000002586	PRAD_112_prostatecancer	3.52699725703302	366.787406915739
ENSG00000002586	PRAD_114_prostatecancer	4.01905291609804	534.629801970952
ENSG00000002586	PRAD_119_prostatecancer	3.52635117245284	366.605904983358
ENSG00000002586	PRAD_12_prostatecancer	3.7145500195634	423.451735616142
ENSG00000002586	PRAD_120_prostatecancer	3.69953280090681	418.609666422826
ENSG00000002586	PRAD_121_prostatecancer	3.97067698608413	515.194323767111
ENSG00000002586	PRAD_122_prostatecancer	3.98344082271363	520.252756253351
ENSG00000002586	PRAD_124_prostatecancer	3.91072108517949	492.082276511601
ENSG00000002586	PRAD_13_prostatecancer	3.34333954525955	318.637557928013
ENSG00000002586	PRAD_14_prostatecancer	3.21210939777359	288.144293006293
ENSG00000002586	PRAD_141_prostatecancer	3.05383267301816	255.210652168514
ENSG00000002586	PRAD_142_prostatecancer	4.70776793936178	905.537367768132
ENSG00000002586	PRAD_15_prostatecancer	3.795126301483	450.402695478619
ENSG00000002586	PRAD_18_prostatecancer	4.50119701995653	773.183444489074
ENSG00000002586	PRAD_19_prostatecancer	4.16240661485226	596.627536645288
ENSG00000002586	PRAD_20_prostatecancer	4.2668419091001	646.266364679325
