gene_id	sample	zscores	ncounts
ENSG00000000938	DLBCL_20_lymphoma	3.30454332686363	686.868499202187
ENSG00000000938	PMBCL_1_lymphoma	3.54621457495677	780.206584475964
ENSG00000001461	DLBCL_6_lymphoma	3.76861899310985	71.3585676852511
ENSG00000001461	DLBCL_17_lymphoma	3.43643823136351	64.0094085533134
ENSG00000001461	DLBCL_21_lymphoma	4.31144198176946	85.1983538208776
ENSG00000001461	DLBCL_24_lymphoma	3.23767059068931	59.97386079917
ENSG00000001461	DLBCL_28_lymphoma	4.80083336009419	99.9313772191483
ENSG00000001461	PMBCL_2_lymphoma	3.79439054202707	71.9623197139116
ENSG00000001461	PMBCL_5_lymphoma	3.70781850043132	69.9539124502626
ENSG00000001461	PMBCL_6_lymphoma	3.92179910744123	75.0219612489888
ENSG00000001461	PMBCL_10_lymphoma	5.034718587707	107.836877544662
ENSG00000001461	PMBCL_11_lymphoma	6.31542093798604	163.477669053569
ENSG00000001461	PMBCL_12_lymphoma	6.028780733611	148.958135188375
ENSG00000001629	CONTROL_16_lymphoma	3.38355535582755	120.389816046105
ENSG00000001629	DLBCL_6_lymphoma	-3.29818658612618	47.572378456834
ENSG00000001629	DLBCL_23_lymphoma	4.23131578808562	153.516628517413
ENSG00000001629	DLBCL_25_lymphoma	-3.68348221385328	44.7795288204992
ENSG00000001629	PMBCL_6_lymphoma	-3.65035956774969	45.0131767493933
ENSG00000002330	DLBCL_21_lymphoma	4.35992235012389	56.7989025472518
ENSG00000002330	PMBCL_12_lymphoma	4.13629690852242	52.8561124861977
ENSG00000002330	PMBCL_13_lymphoma	4.00666173338815	50.6948419287134
ENSG00000002834	DLBCL_19_lymphoma	-4.36857609647303	61.6819883262099
ENSG00000002834	PMBCL_11_lymphoma	-4.00704807638016	67.3143343161754
ENSG00000002834	PMBCL_12_lymphoma	-3.72391347187814	72.0765170266332
ENSG00000002933	DLBCL_11_lymphoma	3.1829290094298	54.0561429135648
ENSG00000003402	CONTROL_18_lymphoma	4.76712482285178	480.145934507513
ENSG00000003402	DLBCL_1_lymphoma	4.50698147760888	626.389081210219
ENSG00000003402	DLBCL_10_lymphoma	3.04095284726933	461.664728037206
