gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	cancertype
ENSG00000123689	65.1812111364422	4.96718960798205	0.77516003705142	6.40795367480039	1.47485703301959e-10	8.30934452403237e-07	BLCA
ENSG00000137193	22.8370228782912	2.63873998785943	0.43187355195364	6.10998283160135	9.96418584884502e-10	1.93481664407172e-06	BLCA
ENSG00000158710	45.5209008226001	2.12873244401275	0.34870664225887	6.10465126280113	1.03025380408505e-09	1.93481664407172e-06	BLCA
ENSG00000013588	7.15335401125681	4.53254864043803	0.756238142422889	5.99354672314773	2.05313139647653e-09	2.64579782203421e-06	BLCA
ENSG00000138166	5.87944540908668	4.02758567866234	0.674446382672442	5.97169142297619	2.34806338483689e-09	2.64579782203421e-06	BLCA
ENSG00000137699	8.6904052905275	3.62746390945534	0.613374149371988	5.91394976976022	3.33999779753616e-09	3.13625793188646e-06	BLCA
ENSG00000077238	6.05982144176681	3.49480404030781	0.597498045660066	5.84906355040381	4.94348204629302e-09	3.97879683554499e-06	BLCA
ENSG00000206503	60.1160435937061	2.42415341801594	0.423554442138307	5.72335732279809	1.04439280719971e-08	5.96502263540991e-06	BLCA
ENSG00000161638	4.57557526953058	4.60559539052917	0.806345281240369	5.71169137797218	1.11858809455668e-08	5.96502263540991e-06	BLCA
ENSG00000110852	6.25288671976677	4.82848011291759	0.84547394582416	5.71097446203482	1.12331103470981e-08	5.96502263540991e-06	BLCA
ENSG00000100342	8.25275315679938	4.55405864641204	0.798281982280653	5.70482454508282	1.16462990751702e-08	5.96502263540991e-06	BLCA
ENSG00000030582	17.6031202300283	2.2497751482432	0.396703581289511	5.67117428315156	1.41822029515062e-08	6.39327905638409e-06	BLCA
ENSG00000130513	21.7891601796517	3.60634156901864	0.637982328687844	5.65272956139068	1.57919674160338e-08	6.39327905638409e-06	BLCA
ENSG00000100092	6.78742841739652	3.11229517697859	0.550682878003793	5.65170137168701	1.58867424191298e-08	6.39327905638409e-06	BLCA
ENSG00000133318	7.4015655425739	2.41184372542752	0.427841280840967	5.63723940029065	1.72797814189593e-08	6.49028590096112e-06	BLCA
ENSG00000204592	56.8924635960183	2.22395001431385	0.397499110549662	5.5948553224146	2.20805819008649e-08	7.46769257623221e-06	BLCA
ENSG00000234745	111.772182119051	2.68016589809456	0.479342709495575	5.59133547877461	2.25329736947014e-08	7.46769257623221e-06	BLCA
ENSG00000204525	90.1474545156076	2.43139141696803	0.440649661162727	5.51774262245522	3.43381832746686e-08	1.07478513649713e-05	BLCA
ENSG00000019582	54.3199073698219	2.55403162004465	0.466075617533372	5.47986533507467	4.2564968029598e-08	1.16229008798621e-05	BLCA
ENSG00000162736	10.2917278118645	2.19721080267531	0.401156153234787	5.47719581254768	4.32118954457828e-08	1.16229008798621e-05	BLCA
ENSG00000169429	221.242972165627	4.95933545441561	0.906029064602468	5.47370459532838	4.40723511893003e-08	1.16229008798621e-05	BLCA
ENSG00000168209	16.3099542818613	2.68060174197283	0.490189525812202	5.4685006529491	4.53858394314814e-08	1.16229008798621e-05	BLCA
ENSG00000196352	24.2881189168867	2.67638499187769	0.49080360582182	5.45306709268415	4.95083788731544e-08	1.21274002857109e-05	BLCA
ENSG00000075618	4.6438504600846	4.48221905796698	0.823297819557669	5.4442255906558	5.20312458417318e-08	1.22143349613465e-05	BLCA
ENSG00000034510	107.737935319296	1.71644945987653	0.318585100964257	5.38772671628829	7.13544378577171e-08	1.60804361156151e-05	BLCA
ENSG00000109046	12.5162416492681	1.99746486316818	0.373733364817136	5.34462547689721	9.06041944080162e-08	1.89786686772208e-05	BLCA
ENSG00000027697	8.66575537811675	2.73013283513201	0.510884724674219	5.34393123003033	9.09520863125596e-08	1.89786686772208e-05	BLCA
ENSG00000105329	7.67897718800516	3.66954183400755	0.68955959202851	5.3215731844331	1.02873709279585e-07	2.0159442957669e-05	BLCA
ENSG00000183486	7.56412031750662	4.26684675633262	0.802038823990861	5.32000026520068	1.03767100776074e-07	2.0159442957669e-05	BLCA
ENSG00000189143	7.05676181973505	2.73766166685213	0.523378931662378	5.23074487954005	1.68828370579631e-07	3.17059679948548e-05	BLCA
ENSG00000124126	24.7284036077082	3.06494558548521	0.589091268730644	5.20283655211775	1.96269479484087e-07	3.56703950778498e-05	BLCA
ENSG00000015285	6.48959469022764	4.52677310049067	0.871550410440558	5.19393146542429	2.05898963946379e-07	3.62510863398093e-05	BLCA
ENSG00000171223	21.514051900214	2.50068199453413	0.482007887091284	5.18805202467682	2.12505243036576e-07	3.62804405838809e-05	BLCA
ENSG00000204642	5.87515206624452	3.4260551737721	0.662872712003097	5.16849632174344	2.35984932044498e-07	3.85019687602545e-05	BLCA
ENSG00000159840	22.0115123631964	2.35280782092152	0.455442877694429	5.16597785617386	2.39185109444251e-07	3.85019687602545e-05	BLCA
ENSG00000123384	18.8703256899958	2.54077037408379	0.492745073964374	5.15635875086899	2.51798262613761e-07	3.92239428674446e-05	BLCA
ENSG00000067182	15.1041981525272	2.57494927510386	0.499786962618276	5.15209372732387	2.57594228983928e-07	3.92239428674446e-05	BLCA
ENSG00000128422	63.964606297297	3.81771054041035	0.74229406099389	5.14312418894832	2.70206874158139e-07	4.00617244475515e-05	BLCA
ENSG00000168010	5.90984264970336	3.92825746583214	0.765087987098165	5.13438654386835	2.83065789595853e-07	4.0892119450847e-05	BLCA
ENSG00000147872	26.8820128080876	1.58063242243066	0.308904138177521	5.11690271213623	3.10593721498869e-07	4.37471256731157e-05	BLCA
ENSG00000157557	16.6278882310848	2.466141424287	0.489032803928923	5.04289570039853	4.58539217488679e-07	6.30099988129565e-05	BLCA
ENSG00000160213	134.541782944641	1.80711660231808	0.363276040175229	4.97449983612022	6.54163196353221e-07	8.77513201965249e-05	BLCA
ENSG00000163527	16.5556507765607	1.29681583341531	0.260987315864163	4.96888451885633	6.73391568450021e-07	8.82299557359864e-05	BLCA
ENSG00000196924	79.6820571754178	3.01946144109303	0.610249062908042	4.94791655509355	7.50120513725072e-07	9.59119316407803e-05	BLCA
ENSG00000147168	4.03679517304549	4.09203484448356	0.827746150455746	4.94358668080853	7.66982242872235e-07	9.59119316407803e-05	BLCA
ENSG00000060138	37.73663038666	1.84374481904482	0.373262880885226	4.93953434285301	7.83093513573996e-07	9.59119316407803e-05	BLCA
ENSG00000058668	5.7832776824578	3.13113112614543	0.637872983182281	4.90870629215953	9.16791590733883e-07	0.000109897953663717	BLCA
ENSG00000135506	31.1038874503173	1.57904397121632	0.32233141827511	4.89882115639313	9.64133498276844e-07	0.000113165169360245	BLCA
ENSG00000141968	5.11554228725212	4.01857263582995	0.825750705319323	4.86656882027844	1.13552393808533e-06	0.00012915701700119	BLCA
ENSG00000102007	8.36147513375316	3.10404382472859	0.638073333311821	4.86471329026952	1.14622840789128e-06	0.00012915701700119	BLCA
ENSG00000196154	17.1126909321615	2.68805185922531	0.555152766404819	4.84200389855424	1.28536241678393e-06	0.000140926128102254	BLCA
ENSG00000084234	42.114474474989	1.6654589125591	0.344128213499175	4.83964652483541	1.30070263779149e-06	0.000140926128102254	BLCA
ENSG00000137309	51.9410104459343	1.99582325236336	0.412847442092729	4.83428755727903	1.33623316551871e-06	0.000142044106689291	BLCA
ENSG00000155660	20.3226716487715	2.08904894976428	0.433001425537946	4.82457753382432	1.40300332345401e-06	0.000146380013413702	BLCA
ENSG00000142669	20.7399921958053	1.92872933348553	0.40263584438269	4.79025740105829	1.66567499907808e-06	0.000165327535339286	BLCA
ENSG00000153310	21.6563645909415	2.01017480642766	0.419651920458565	4.79010033894541	1.6669793408134e-06	0.000165327535339286	BLCA
ENSG00000198858	13.5097145439678	2.50744989389163	0.523592919593839	4.78893010210433	1.67672867105978e-06	0.000165327535339286	BLCA
ENSG00000130592	14.7283658737223	3.32489565678327	0.694723236186602	4.78592838643763	1.70198740675871e-06	0.000165327535339286	BLCA
ENSG00000149503	8.98101070013884	2.10332536587267	0.439979320240816	4.78050960377285	1.74851405298792e-06	0.000166968274144643	BLCA
ENSG00000166889	23.4987266535319	1.23549792709079	0.259097827438263	4.76846116120053	1.85638451741208e-06	0.000174314506184994	BLCA
ENSG00000148400	12.9899512830208	2.15740597354671	0.453021056588064	4.76226423070762	1.91432794895192e-06	0.000176186003999862	BLCA
ENSG00000184292	15.3993788880324	2.54307539113008	0.53429379298116	4.75969480562496	1.93885911394949e-06	0.000176186003999862	BLCA
ENSG00000163162	16.7332280935025	2.26513683350936	0.477043939793221	4.74827713877092	2.05156786854938e-06	0.000182043351015902	BLCA
