gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cancertype
ENSG00000067048,140.264606516991,-26.008941568835,1.95873738395921,-13.2784219986974,3.08833868342691e-40,3.49198454935081e-36,OV
ENSG00000169429,1833.80058705323,-8.37829442488217,0.710533230648324,-11.7915588792904,4.31479629452067e-32,2.43937008510726e-28,OV
ENSG00000105426,546.143810366157,2.86377986224876,0.267691851786825,10.6980464408357,1.03946548651809e-26,3.91774541868668e-23,OV
ENSG00000205581,1184.17483690194,1.13251856117222,0.107342621370021,10.5505021837348,5.05263115140796e-26,1.42825251072425e-22,OV
ENSG00000197405,1615.10634309828,-4.77155380583724,0.475462961089593,-10.0355951910587,1.06316262282416e-23,2.40423595525456e-20,OV
ENSG00000099860,335.958723084688,-4.20966082238561,0.424273347117984,-9.92204872396795,3.33832458547826e-23,6.29107268133378e-20,OV
ENSG00000011422,982.721539041892,-5.81100711230459,0.59763525475659,-9.72333386635858,2.3979886818358e-22,3.87343686078819e-19,OV
ENSG00000069399,1517.82658455447,-4.60097795871053,0.481405965180693,-9.55737629255088,1.20779751519333e-21,1.70707081303638e-18,OV
ENSG00000167703,301.985881104747,-3.04929689805842,0.326418324726937,-9.34168417355028,9.48137612275272e-21,1.12832610042776e-17,OV
ENSG00000140379,582.788459645822,-2.79712645562316,0.299597935265726,-9.33626746506872,9.97900504490814e-21,1.12832610042776e-17,OV
ENSG00000120306,137.872655512727,-2.46442121353813,0.265037147960465,-9.29839923385286,1.42575979108819e-20,1.4655514507122e-17,OV
ENSG00000086189,266.449139524262,1.26261851689628,0.136478935932679,9.25138013619248,2.21612410745697e-20,2.08814294025133e-17,OV
ENSG00000144802,854.695810962293,-3.50158855011567,0.378884711708169,-9.24183120065485,2.42314154186011e-20,2.10757395490864e-17,OV
ENSG00000178732,421.237271845305,2.27292959678532,0.246623688065526,9.21618525217018,3.07858060565893e-20,2.48639363629897e-17,OV
ENSG00000123689,2659.85307771143,-8.59932841346809,0.944285689016067,-9.10670204313747,8.49242261199445e-20,6.40158816492142e-17,OV
ENSG00000018280,349.654895472479,-3.23701475699006,0.359949709366704,-8.99296394122744,2.40651217777589e-19,1.700652074632e-16,OV
ENSG00000115457,188.779560698645,3.95512993372631,0.443436989488719,8.91926029510205,4.69412907349649e-19,3.1221480843544e-16,OV
ENSG00000197249,946.246905894036,-2.93461126138917,0.332000112829629,-8.83918754237023,9.64171564588474e-19,6.05660437822327e-16,OV
ENSG00000110876,293.876147775156,-2.51114711750118,0.287260713693037,-8.74170047556367,2.2962761272255e-18,1.36652600897572e-15,OV
ENSG00000128016,1771.79979589138,-3.83478727552621,0.440480940521237,-8.70590966090012,3.15037705510018e-18,1.78106566810089e-15,OV
ENSG00000121966,775.588927587463,-3.52853945729088,0.406046696677309,-8.68998439382714,3.62489280219193e-18,1.95174585306591e-15,OV
ENSG00000182782,56.4204195894046,-5.78583806743582,0.666925021497128,-8.67539510580612,4.12117110992096e-18,2.11809462453983e-15,OV
ENSG00000100580,237.3994185603,1.52738600021423,0.179062919964248,8.52988435863324,1.4649408210718e-17,7.20177646254733e-15,OV
ENSG00000099985,146.499930388574,-7.38450451577399,0.875223039714705,-8.43728304750878,3.24799244116399e-17,1.53021043884338e-14,OV
ENSG00000124731,428.348483399771,-4.93755899413741,0.589954540297579,-8.3693889221479,5.79177947320592e-17,2.61950602014157e-14,OV
ENSG00000100906,2920.89371000685,-3.58392873343011,0.428646199694069,-8.36104166090359,6.21668868489455e-17,2.6540803197024e-14,OV
ENSG00000171223,968.501799158321,-3.2772429777769,0.392072508072368,-8.35876760114991,6.33768184593304e-17,2.6540803197024e-14,OV
ENSG00000028137,990.331573042647,-3.81221442443685,0.456490741371585,-8.35113197034962,6.76118245964956e-17,2.73031035968777e-14,OV
ENSG00000110218,678.348554296574,1.93430414986622,0.232327116730122,8.32577865679436,8.37762144491302e-17,3.26640571302177e-14,OV
ENSG00000111674,662.503785052298,2.17921483445036,0.263092861772208,8.28306332513565,1.20046545121165e-16,4.5245542856167e-14,OV
ENSG00000112303,267.006317514301,-3.2107248485152,0.388075949584327,-8.2734445459819,1.30143345656442e-16,4.74687357850771e-14,OV
ENSG00000162551,467.640117551202,-4.51134462783636,0.546608067336373,-8.2533443932143,1.54022377665889e-16,5.44228445083814e-14,OV
ENSG00000026508,1322.40962466217,-1.33635278852789,0.163283753673884,-8.18423608264728,2.74036392324615e-16,9.11332202357183e-14,OV
ENSG00000119535,2149.54407319429,-4.3598300686601,0.534148852501199,-8.1622005705803,3.28975331373007e-16,1.06277830623845e-13,OV
ENSG00000105835,4085.22858457989,-2.80298476308029,0.344330704995235,-8.14038574665911,3.94020503591419e-16,1.23755273169671e-13,OV
ENSG00000198355,602.669242046385,-3.11067885720814,0.384600508467713,-8.08807785928675,6.06136564169164e-16,1.85232057596236e-13,OV
ENSG00000178719,240.691407879315,-2.25008822721961,0.278512662870717,-8.07894407395072,6.53299773847427e-16,1.94391066918233e-13,OV
ENSG00000168209,414.318457338424,-3.13891212235452,0.392023694603977,-8.00694490042356,1.17593144436031e-15,3.4092966259954e-13,OV
ENSG00000103569,123.269297208478,-3.7922016786623,0.475030360559798,-7.98307222762224,1.42735326643492e-15,4.03477084589492e-13,OV
ENSG00000215788,93.0929542095153,-5.95501447277557,0.747463585506817,-7.966962656432,1.62621779673659e-15,4.48479137260992e-13,OV
ENSG00000163590,220.379973636709,2.14949103216672,0.271837273201152,7.90727116577629,2.630921388537e-15,7.05591052847426e-13,OV
ENSG00000110799,1222.71794758449,2.36204647427835,0.298811122500279,7.90481443432929,2.68333026200047e-15,7.05591052847426e-13,OV
ENSG00000120129,1264.42995929607,-3.93383386413766,0.499174696585809,-7.88067562527465,3.25615599457e-15,8.36758087059159e-13,OV
ENSG00000085514,423.822785890017,-2.96896718941687,0.378195801737585,-7.85034412274338,4.14897253993151e-15,1.02554668908807e-12,OV
ENSG00000169504,1376.00541170581,1.6013158017155,0.2039985321302,7.84964374495339,4.17220727850458e-15,1.02554668908807e-12,OV
ENSG00000172216,4156.24779019916,-2.82044790176772,0.359676354540262,-7.84162724673079,4.44744927821343e-15,1.06760038186917e-12,OV
ENSG00000011600,2409.69366039393,-2.01116835076201,0.256550826294445,-7.83925890947544,4.53213215969932e-15,1.06760038186917e-12,OV
ENSG00000090339,388.656897109018,-5.6010478238263,0.716913354009962,-7.81272631134232,5.59640327920845e-15,1.29139860975531e-12,OV
ENSG00000110002,235.476305431581,2.02000277563463,0.258833466097657,7.80425655959222,5.98533206031997e-15,1.35352299212076e-12,OV
ENSG00000099875,1908.42468107935,-1.87837277125498,0.241596262577499,-7.77484200796538,7.55416285578168e-15,1.6495478806914e-12,OV
ENSG00000173846,479.344771248016,-3.62633811987527,0.466451608111486,-7.77430725248684,7.58614042592668e-15,1.6495478806914e-12,OV
ENSG00000163131,1911.11831279749,-2.05738122891194,0.264795350717045,-7.76970299267232,7.86703730460879e-15,1.67835076987192e-12,OV
ENSG00000122786,2260.82949908965,1.64845238808447,0.212501074021166,7.75738379524745,8.66992561607061e-15,1.79828801900412e-12,OV
ENSG00000168010,605.236571083089,-3.09724800388453,0.399322541034081,-7.75625637326642,8.74731060805048e-15,1.79828801900412e-12,OV
ENSG00000163162,939.587957360455,-3.50460565915183,0.454690568549651,-7.70767176968425,1.28133783603274e-14,2.58715837714682e-12,OV
ENSG00000189067,2123.79944238885,-2.16920997131446,0.281653912256217,-7.70168592347178,1.34282612489169e-14,2.6545995708958e-12,OV
ENSG00000100100,93.6642908881357,-2.15065687565637,0.279309601988553,-7.6999031194943,1.36169430540335e-14,2.6545995708958e-12,OV
ENSG00000179820,716.492318287916,-3.57115212065486,0.464954788671608,-7.68064381239681,1.58291034320454e-14,3.03355377129047e-12,OV
ENSG00000186815,225.342838112196,1.69430134768924,0.220782032060216,7.67409073953599,1.66596123342243e-14,3.13950394438456e-12,OV
ENSG00000151651,497.582394195004,-4.06104615554022,0.529338044020823,-7.67193327857702,1.69423082081854e-14,3.14043735917955e-12,OV
ENSG00000141562,335.356042689899,-1.36449336374062,0.177958203941364,-7.66749345363259,1.75389971396083e-14,3.1986038815734e-12,OV
ENSG00000090020,470.129143653747,1.5440404406465,0.201562627628239,7.66035082403433,1.85425857775753e-14,3.32795265693721e-12,OV
ENSG00000100055,632.294657431603,-2.0963489614086,0.274059489109626,-7.64924786300699,2.02158241972569e-14,3.56363150111133e-12,OV
ENSG00000185989,5640.50149224029,1.4996773376118,0.196099316131702,7.6475398649764,2.04860747830756e-14,3.56363150111133e-12,OV
ENSG00000130522,3023.77497216486,-1.56807905787972,0.205237805809512,-7.64030316780477,2.16710856103805e-14,3.71265098479655e-12,OV
ENSG00000128340,3046.69438502442,-1.22004501808155,0.160300365461563,-7.61099336591404,2.71997195329674e-14,4.59025714566064e-12,OV
ENSG00000277443,1414.16404052133,-2.46727586062969,0.324834873894523,-7.59547714519973,3.0666035554344e-14,5.09913035313188e-12,OV
ENSG00000118503,474.358129916762,-3.02707143770738,0.39919747812838,-7.58289218634263,3.37935657982232e-14,5.53773693450014e-12,OV
ENSG00000146278,8919.51340682976,-2.35267497258567,0.31065958283359,-7.57316079268001,3.64250993703167e-14,5.88369426543102e-12,OV
ENSG00000204482,2092.24172116825,-1.73812374353242,0.229989788001924,-7.55739530277702,4.11220779911573e-14,6.54883571614106e-12,OV
ENSG00000172164,586.455278112955,1.23321558677367,0.163333161619802,7.55030744855279,4.3423194519371e-14,6.81925083931288e-12,OV
ENSG00000163220,12372.817808482,-1.95854926373956,0.259559862337449,-7.54565534941331,4.50018715618938e-14,6.86301857755885e-12,OV
ENSG00000167604,193.261605860236,-3.93540420482328,0.521623713147351,-7.54452703286437,4.53931870892642e-14,6.86301857755885e-12,OV
ENSG00000102096,648.059456581128,-2.43437386384435,0.322683420132121,-7.54415539183143,4.55228082883978e-14,6.86301857755885e-12,OV
ENSG00000158352,218.20889478181,2.01536205459484,0.267216489909649,7.54205721090143,4.62614697439908e-14,6.88261103151716e-12,OV
ENSG00000167460,8257.76291069771,1.79930800384437,0.238680264931203,7.53857049875071,4.75151090391551e-14,6.97731607669775e-12,OV
ENSG00000101307,135.491927422535,-4.60934184642918,0.614390406543792,-7.50230113838966,6.27071050999139e-14,9.09011842775291e-12,OV
ENSG00000064201,164.070949587785,1.84621079484926,0.246504817630286,7.4895525880482,6.91087902669328e-14,9.89130495630644e-12,OV
ENSG00000136689,413.155059657891,-4.703581904324,0.6282433959743,-7.4868783889555,7.05309981386997e-14,9.96867494942847e-12,OV
ENSG00000115318,173.418824392174,2.51063435898129,0.335628225887888,7.48040291408604,7.40950893677875e-14,1.03431256232293e-11,OV
ENSG00000171051,1103.24991234265,-3.49954991487242,0.467991600694957,-7.47780496418241,7.55742428933515e-14,1.04209507853064e-11,OV
ENSG00000163931,3613.83461253241,-1.66820575955679,0.2237036837755,-7.45721184113773,8.83725580967363e-14,1.2038897763853e-11,OV
ENSG00000196083,78.98013945572,-3.66947037082218,0.492479714677193,-7.45100815619871,9.26296351320131e-14,1.24686105290199e-11,OV
ENSG00000150712,1558.4264506812,1.57746691806086,0.211766525774077,7.44908531834618,9.39895772097584e-14,1.25028252883616e-11,OV
ENSG00000100650,1115.39480584693,-1.8113043645186,0.243528232745767,-7.43775924498052,1.024074768675e-13,1.34642016388467e-11,OV
ENSG00000117505,581.698864740854,1.07433168354755,0.144635337467755,7.42786446491374,1.10364956855902e-13,1.43436387030998e-11,OV
ENSG00000051523,1886.78884142934,-2.02246596103496,0.272680572001766,-7.41697857749052,1.19822318360296e-13,1.5290989338254e-11,OV
ENSG00000149781,14492.4280982683,1.829928084463,0.24674119600606,7.41638653813633,1.20358897241055e-13,1.5290989338254e-11,OV
ENSG00000005249,22870.582629077,1.99387262866712,0.269097187685423,7.40948891297213,1.26787074512103e-13,1.59286827945372e-11,OV
ENSG00000110852,353.969724708377,-2.24510591024544,0.303313707978471,-7.40192695281941,1.34222334101437e-13,1.66774937547797e-11,OV
ENSG00000198478,3378.82533791446,1.93503093968307,0.261947265702956,7.38710111934271,1.50064475706091e-13,1.84432502913997e-11,OV
ENSG00000127603,2066.92398013629,1.22207339663556,0.166067131846661,7.35891192342606,1.85415311557624e-13,2.25429132019576e-11,OV
ENSG00000180694,421.732966371602,1.62173938394553,0.220482784566864,7.35540140755852,1.90354213071164e-13,2.28971817786772e-11,OV
ENSG00000137642,1066.8553535968,-2.78936899951663,0.379602733929229,-7.34812673935236,2.01003867488361e-13,2.39236918914831e-11,OV
ENSG00000160255,1748.06156342719,-2.1176769856091,0.288337158968703,-7.34444701190581,2.06611524028189e-13,2.43349635644451e-11,OV
ENSG00000148926,204.205337373258,-6.81812898133157,0.931720821169173,-7.31778106318995,2.52104723989988e-13,2.92841025118659e-11,OV
ENSG00000142634,2410.21132498847,-1.87120159707304,0.255737793118544,-7.31687551634449,2.53811094557607e-13,2.92841025118659e-11,OV
ENSG00000170345,1633.36914144455,-4.03419602183859,0.552247896752796,-7.30504551589887,2.77172900670558e-13,3.1656504928101e-11,OV
ENSG00000070495,213.484865368156,-2.44602055281776,0.335465543450469,-7.29142113273075,3.06702413396394e-13,3.46788418827303e-11,OV
ENSG00000174099,288.600118609833,2.01899053621482,0.276987131455179,7.28911312813651,3.12001991744125e-13,3.49287774321863e-11,OV
ENSG00000132965,408.431622569984,-2.7872333888702,0.38333218614646,-7.27106538297642,3.56663246767448e-13,3.9537169913721e-11,OV
ENSG00000158717,231.833416574163,-1.77639975120227,0.24440663498226,-7.26821410282581,3.64271125605187e-13,3.99884817205616e-11,OV
ENSG00000163191,1215.64330184899,-1.47396613334258,0.203530716448254,-7.24198371166899,4.42168965271724e-13,4.80731200993017e-11,OV
ENSG00000131504,6021.74410081184,1.51879613450188,0.210168203576476,7.2265742802965,4.95329753081861e-13,5.33399382675867e-11,OV
ENSG00000144655,665.855967229269,-4.20345705164805,0.583302360366064,-7.20630900415023,5.74888643507734e-13,6.13232631334146e-11,OV
ENSG00000172432,2318.0907786683,1.70843022974014,0.23722196255867,7.20182149794673,5.94134418118879e-13,6.27839052866371e-11,OV
ENSG00000074416,1733.18164110266,1.98759201885008,0.276268612240261,7.19441851440417,6.27275149483027e-13,6.56722232889314e-11,OV
ENSG00000066336,2210.81690127666,-2.04498966406172,0.284422990409219,-7.18995908565427,6.48107406492565e-13,6.72307380294627e-11,OV
ENSG00000185905,180.080069474527,-2.86064690106952,0.398114023404685,-7.18549644799037,6.69634161360866e-13,6.88323042046119e-11,OV
ENSG00000182934,919.663500513311,1.4608518252343,0.203402870336129,7.18206101428262,6.86682613219115e-13,6.99488316006175e-11,OV
ENSG00000132002,304.050005576314,-1.63655548051251,0.228006868067178,-7.17765870118582,7.09153193293395e-13,7.15928138979323e-11,OV
ENSG00000163739,124.68358919809,-4.40650781364456,0.614046368272637,-7.17618089011817,7.16856945173734e-13,7.17301015847736e-11,OV
ENSG00000185650,1394.10459064184,-2.19305325903245,0.306088782274099,-7.16476194501174,7.79218395911969e-13,7.69467044109353e-11,OV
ENSG00000197208,41.7026570966953,-3.12099489365891,0.435639517076244,-7.16416847260595,7.82601132683962e-13,7.69467044109353e-11,OV
ENSG00000137076,72839.942050759,2.21809918304075,0.310189365546088,7.15079054736707,8.62795542191246e-13,8.41002516858312e-11,OV
ENSG00000167210,306.085423439369,2.17816732390191,0.305364458476065,7.13300865062081,9.81983825806817e-13,9.4899924088869e-11,OV
ENSG00000089053,3407.57142729755,1.31038209680474,0.183767278037883,7.13066064206819,9.9888319086304e-13,9.52377551346339e-11,OV
ENSG00000015532,210.865450626369,2.00139054803214,0.280692568263679,7.13018716673702,1.00232536137096e-12,9.52377551346339e-11,OV
ENSG00000109519,131.997712883704,-1.90353916664422,0.267126769194066,-7.12597682511298,1.03345106227238e-12,9.73769263426148e-11,OV
ENSG00000185215,891.115260873453,-2.19489150351134,0.308622345862714,-7.11190078403366,1.14455533398998e-12,1.06954439350617e-10,OV
ENSG00000069535,264.287377330014,2.50933629902976,0.353016792157643,7.10826327465235,1.17512239715045e-12,1.08910729053935e-10,OV
ENSG00000100994,3057.27044890018,1.91037461720032,0.268868841724716,7.10522872396003,1.20123433973918e-12,1.10425664060414e-10,OV
ENSG00000130592,2671.68198489878,-1.56943969346365,0.221064261957827,-7.0994727033855,1.25233776634505e-12,1.14195025194061e-10,OV
ENSG00000160593,518.049368011617,-1.88175048580603,0.265893713480484,-7.07707775853131,1.47225933215056e-12,1.33174690149011e-10,OV
ENSG00000077238,242.495137417482,-2.69010844781386,0.38047683161371,-7.07036072710222,1.54531460310672e-12,1.38673589026411e-10,OV
ENSG00000104870,308.937727760361,-2.62037744805283,0.371583811995869,-7.05191497438527,1.76472031898197e-12,1.57115690131725e-10,OV
ENSG00000000938,1613.36931451761,-1.82761575071223,0.25934495625217,-7.04704566891664,1.82756352179422e-12,1.61439537038495e-10,OV
ENSG00000255398,38.3733628555585,-4.74823516221835,0.675045920312222,-7.03394394269088,2.0077581532116e-12,1.75982336731501e-10,OV
ENSG00000076662,212.015573799495,-2.07246777377509,0.294930301269811,-7.02697472878223,2.11059574514347e-12,1.82614333107169e-10,OV
ENSG00000126262,185.663685881779,-5.67547677174752,0.807708942300664,-7.02663604983943,2.11572279446707e-12,1.82614333107169e-10,OV
ENSG00000137801,14572.6448873545,1.99451062011108,0.284016076900263,7.02252718183799,2.17890595999674e-12,1.86643103709721e-10,OV
ENSG00000130176,227.370253561082,2.37413238862856,0.338532965387044,7.01300207474394,2.33257990657088e-12,1.98304368448097e-10,OV
ENSG00000134815,169.227632831475,-2.44330390064143,0.348595162978966,-7.00900115699211,2.40025470279858e-12,2.02534924810026e-10,OV
ENSG00000197798,91.4717708120891,1.14585557371898,0.163592127123554,7.00434424239477,2.48145307384664e-12,2.07835480785067e-10,OV
ENSG00000138722,2469.00543782675,1.78667297653683,0.2558502345437,6.98327668029422,2.88373687024335e-12,2.39753035234129e-10,OV
ENSG00000056586,1390.34235071727,1.40188202757063,0.200899364842094,6.97803115839862,2.99345280924724e-12,2.47058181855172e-10,OV
ENSG00000167470,1036.70537847052,-2.30769403814514,0.330896529905329,-6.97406539381171,3.07910843396082e-12,2.52286080165181e-10,OV
ENSG00000197540,115.426893041122,-2.62664215115688,0.377094798119362,-6.96546906575324,3.27311340355585e-12,2.64350666100042e-10,OV
ENSG00000174885,74.1611786867738,-3.23785824809102,0.464955958843882,-6.96379557354633,3.31225149575306e-12,2.65614380584964e-10,OV
ENSG00000119139,913.929339863759,1.76499894861453,0.253545714111702,6.96126516986577,3.37230324564244e-12,2.68525583087881e-10,OV
ENSG00000163421,138.592315710429,-2.60307284954168,0.374209832358541,-6.95618507171561,3.49610526689792e-12,2.76436798970733e-10,OV
ENSG00000173868,167.701665349036,-1.83984666777804,0.26468148863904,-6.95117243460549,3.62262741591934e-12,2.84451723554167e-10,OV
ENSG00000104859,337.436110633633,-2.06978146469212,0.297848736627704,-6.94910271611877,3.67616825176753e-12,2.86665064984383e-10,OV
ENSG00000110321,11777.0849185815,1.14501617316979,0.165168737613234,6.93240252190465,4.13752646666669e-12,3.16101430801353e-10,OV
ENSG00000146828,142.135850066434,-2.62486841501682,0.379248333896831,-6.92123914704099,4.47709934295571e-12,3.39748740072484e-10,OV
ENSG00000156206,923.720586310208,1.82305548315065,0.263732267592331,6.91252344581766,4.76107278699043e-12,3.58889666683339e-10,OV
ENSG00000213672,356.573294723527,1.78690209415314,0.258587314398384,6.91024653823588,4.83812141923844e-12,3.62282376737279e-10,OV
ENSG00000161526,285.874426232175,-1.39288803204819,0.20187904319316,-6.89961677059989,5.2143012376237e-12,3.87882263775073e-10,OV
ENSG00000100242,280.555294354674,-1.72214690726349,0.250083048439371,-6.88630004316746,5.72621519856647e-12,4.23178531047e-10,OV
ENSG00000151726,617.425107803168,-1.97997481894895,0.287746411462711,-6.8809713694919,5.9445799285023e-12,4.36463410724516e-10,OV
ENSG00000171310,271.798042898486,-2.54311052267132,0.369664559342576,-6.87950862044788,6.00593637679599e-12,4.38123371693111e-10,OV
ENSG00000185022,81.1995238394158,-3.39833412428492,0.49565452582369,-6.85625561198596,7.06888472240074e-12,5.10903445169234e-10,OV
ENSG00000150995,454.189404189614,1.42594710234137,0.207997658603661,6.85559208653644,7.10177564215259e-12,5.10903445169234e-10,OV
ENSG00000155966,230.170015960389,-2.0040568620182,0.292356428720273,-6.85484109513354,7.13918319065526e-12,5.10903445169234e-10,OV
ENSG00000073756,141.88453240205,-3.92661130511182,0.573262671757368,-6.84958483878703,7.40646149190122e-12,5.26697233263692e-10,OV
ENSG00000188404,1278.07835392635,-3.21945517738427,0.47009595167653,-6.84850649298839,7.46249483465986e-12,5.27330743660726e-10,OV
ENSG00000088448,931.603729145951,1.23479031974712,0.180323900380495,6.8476242868618,7.50864506318006e-12,5.27330743660726e-10,OV
ENSG00000075426,350.87859726284,-2.3302047409564,0.341003866921258,-6.83336749813008,8.29441080754036e-12,5.76191610096858e-10,OV
ENSG00000131669,832.485422620647,-2.21017270688777,0.32344800571346,-6.83316226363054,8.30629100962128e-12,5.76191610096858e-10,OV
ENSG00000072135,2516.18744346443,1.33359413123021,0.195212543807317,6.8314981466894,8.40323773794647e-12,5.79362250627809e-10,OV
ENSG00000116741,934.35879796236,-2.01148352851418,0.29493136493599,-6.82017502258786,9.09296606256116e-12,6.23116165268964e-10,OV
ENSG00000173221,397.111871452624,-1.49409318228961,0.219148897185105,-6.81770796696101,9.25044396281302e-12,6.30088975226065e-10,OV
ENSG00000198836,3107.78390573846,1.55729205581657,0.228611573646204,6.81195632827677,9.62803383098666e-12,6.50031407474892e-10,OV
ENSG00000160570,401.282274151968,-2.10204526249843,0.308602112771005,-6.81150638802733,9.65820080090049e-12,6.50031407474892e-10,OV
ENSG00000180871,331.512421787263,-2.91163607382458,0.427544729711844,-6.81013206685291,9.75091892608355e-12,6.52388404125602e-10,OV
ENSG00000137331,142.789044447901,-3.88796542005963,0.571306980804095,-6.80538755991998,1.0077756381548e-11,6.70289361212725e-10,OV
ENSG00000137100,375.055856744803,-1.02667491819059,0.150966994428799,-6.80065813110432,1.04142289020586e-11,6.88618047927352e-10,OV
ENSG00000182253,390.603825897692,2.42414927778741,0.356624044281427,6.79749253214797,1.06455665323493e-11,6.99822213844614e-10,OV
ENSG00000185052,776.032312395744,1.66442876872002,0.244917872570907,6.7958648801269,1.07664651753436e-11,7.0367873836769e-10,OV
ENSG00000138185,64.3664539659487,-2.46192520030709,0.362738718232919,-6.78704829829127,1.1445090284963e-11,7.43733539379751e-10,OV
ENSG00000051108,291.634568707053,-1.39297987059897,0.205308436275627,-6.78481554809997,1.16234918838993e-11,7.47592281748074e-10,OV
ENSG00000172183,629.011432707975,-2.00463676496369,0.295466431112778,-6.78465149971141,1.16367066054357e-11,7.47592281748074e-10,OV
ENSG00000140678,824.710113835386,-2.24273089322305,0.33143734255277,-6.7666813761819,1.31769822750654e-11,8.41763494825785e-10,OV
ENSG00000162747,950.983843833507,-3.46860916245293,0.512695950776402,-6.76543116285634,1.3291277884299e-11,8.4429482605488e-10,OV
ENSG00000100284,284.388766085282,-2.03889850508063,0.301417443287585,-6.76436799026026,1.33892375857309e-11,8.45765974200332e-10,OV
ENSG00000185885,918.799623106889,-2.5244888884785,0.3735147739403,-6.75873905025776,1.39197837340068e-11,8.74394414891193e-10,OV
ENSG00000158825,293.157942862697,-1.95589876132901,0.289563932810298,-6.7546352971051,1.43194989256079e-11,8.94533559954962e-10,OV
ENSG00000108106,171.104062295006,-1.63479507698493,0.242110823926196,-6.75225935988421,1.45560364416176e-11,9.04313758491043e-10,OV
ENSG00000154589,58.4379336657763,-2.37354908440332,0.351810169113998,-6.74667560173399,1.51270963144802e-11,9.3465616408649e-10,OV
ENSG00000101335,18575.8776081613,1.97991307032553,0.293502790669985,6.74580662693511,1.52179186665167e-11,9.35157643273393e-10,OV
ENSG00000179335,279.270492858521,-1.28359199130519,0.190522870186469,-6.73720687731036,1.61460220857113e-11,9.86827414719661e-10,OV
ENSG00000102316,835.901656636851,1.46525534804154,0.217569335575889,6.73465929453305,1.64314499900069e-11,9.98873145360261e-10,OV
ENSG00000158457,3561.67585780534,1.76421833686437,0.26205971578653,6.7321233695509,1.67204771560202e-11,1.00562997448468e-09,OV
