gene_id	sample	zscores	ncounts
ENSG00000000419	OV_14_threecancer	-4.32889343746045	44.2033689687163
ENSG00000001036	UCEC_19_threecancer	3.40102944454679	244.468433277572
ENSG00000001036	UCEC_20_threecancer	3.83212881504217	286.264951477174
ENSG00000001461	OV_9_threecancer	3.15820042129532	555.531376421277
ENSG00000001461	OV_15_threecancer	3.66271229627845	674.692029122078
ENSG00000001461	OV_18_threecancer	3.24756475355634	574.989411776547
ENSG00000001461	UCEC_18_threecancer	3.92499800212863	746.400614027758
ENSG00000001461	PRAD_9_threecancer	3.54236371625053	644.132963621417
ENSG00000001461	PRAD_13_threecancer	3.1666063725853	557.333314994628
ENSG00000001461	PRAD_15_threecancer	4.27320114510423	853.490582177692
ENSG00000001461	PRAD_19_threecancer	3.43271852508103	617.496514386863
ENSG00000001461	PRAD_20_threecancer	3.53971114204676	643.475220046256
ENSG00000002834	UCEC_18_threecancer	3.30382575949531	2676.02974242411
ENSG00000002919	CONTROL_23_threecancer	-3.20097820327378	44.5208543241735
ENSG00000004059	OV_9_threecancer	3.01634494814764	2336.4565013602
ENSG00000004059	OV_18_threecancer	3.54415470799348	2698.92989201236
ENSG00000004059	UCEC_18_threecancer	4.39633912563994	3406.52345812013
ENSG00000004059	UCEC_19_threecancer	3.89667480640894	2971.81939203048
ENSG00000004059	PRAD_9_threecancer	3.08573481358361	2381.18005404311
ENSG00000004059	PRAD_20_threecancer	3.40139627663725	2595.6800414789
ENSG00000004142	OV_9_threecancer	-3.09762118337569	99.6731757167462
ENSG00000004534	OV_14_threecancer	-3.90599159340131	265.220213812298
ENSG00000004700	CONTROL_6_threecancer	-3.09123098433781	54.6295784565544
ENSG00000004700	PRAD_20_threecancer	3.07453852622767	336.587038178042
ENSG00000004939	OV_18_threecancer	-3.06522575149045	204.51518436367
ENSG00000004939	UCEC_18_threecancer	-3.02660931955953	210.460501004548
ENSG00000004939	PRAD_17_threecancer	-3.20374466401636	184.531273536701
ENSG00000005007	OV_20_threecancer	3.32286061607884	1072.72416180656
ENSG00000005075	OV_13_threecancer	-3.43602273626718	182.858440728355
ENSG00000005075	OV_15_threecancer	-3.41128765396348	184.082640044419
ENSG00000005075	UCEC_13_threecancer	-3.75032876047159	167.989947998468
ENSG00000005075	PRAD_19_threecancer	-3.27328335241105	191.063943913424
ENSG00000005175	UCEC_11_threecancer	-3.46341595517636	89.955929329948
ENSG00000005189	CONTROL_18_threecancer	3.09259008797432	354.58698855991
ENSG00000005238	UCEC_11_threecancer	-3.0122879700074	51.4033881885417
