gene_id	sample	zscores	ncounts
ENSG00000001617	CONTROL_15_prostatecancer	3.24027527645977	43.0423884332134
ENSG00000002586	PRAD_101_prostatecancer	3.84783887023783	299.376340758665
ENSG00000002586	PRAD_102_prostatecancer	3.3661723865839	214.920589188801
ENSG00000002586	PRAD_103_prostatecancer	3.27483274126615	201.817825213803
ENSG00000002586	PRAD_104_prostatecancer	4.14800934361505	367.98926395253
ENSG00000002586	PRAD_105_prostatecancer	4.27821854227727	402.433057207336
ENSG00000002586	PRAD_11_prostatecancer	3.50440926699148	236.378459904429
ENSG00000002586	PRAD_111_prostatecancer	3.86471681647404	302.871220685072
ENSG00000002586	PRAD_112_prostatecancer	4.14324925833842	366.787406915739
ENSG00000002586	PRAD_114_prostatecancer	4.6917583675744	534.629801970952
ENSG00000002586	PRAD_115_prostatecancer	3.36295308076992	214.444695609285
ENSG00000002586	PRAD_119_prostatecancer	4.14252904859987	366.605904983358
ENSG00000002586	PRAD_120_prostatecancer	4.33557977164169	418.609666422826
ENSG00000002586	PRAD_121_prostatecancer	4.63783227650817	515.194323767111
ENSG00000002586	PRAD_122_prostatecancer	4.65206050563449	520.252756253351
ENSG00000002586	PRAD_124_prostatecancer	4.57099764674061	492.082276511601
ENSG00000002586	PRAD_129_prostatecancer	3.30212934818014	205.64797919317
ENSG00000002586	PRAD_13_prostatecancer	3.93852053297306	318.637557928013
ENSG00000002586	PRAD_132_prostatecancer	3.0711712899297	175.39438348139
ENSG00000002586	PRAD_133_prostatecancer	3.03148621084741	170.661217868438
ENSG00000002586	PRAD_14_prostatecancer	3.79223437616063	288.144293006293
ENSG00000002586	PRAD_141_prostatecancer	3.61579859352305	255.210652168514
ENSG00000002586	PRAD_17_prostatecancer	3.07131531090289	175.41179611737
ENSG00000002586	PRAD_19_prostatecancer	4.85155900833681	596.627536645288
ENSG00000002586	PRAD_2_prostatecancer	3.27532552420633	201.886337383386
ENSG00000002586	PRAD_20_prostatecancer	4.96797614360466	646.266364679325
ENSG00000002586	PRAD_21_prostatecancer	3.83349753014698	296.438316389752
ENSG00000002586	PRAD_23_prostatecancer	3.23457725042546	196.298494217311
ENSG00000002586	PRAD_25_prostatecancer	4.8107070677524	580.126541910683
ENSG00000002586	PRAD_30_prostatecancer	4.4927745313831	466.342945559564
ENSG00000002586	PRAD_31_prostatecancer	4.98264008532241	652.804450273116
ENSG00000002586	PRAD_32_prostatecancer	4.34430545865387	421.126630331069
ENSG00000002586	PRAD_33_prostatecancer	4.06138791505004	346.720429936475
ENSG00000002586	PRAD_34_prostatecancer	3.76516373955355	282.829051212624
ENSG00000002586	PRAD_35_prostatecancer	4.96571805136952	645.265394168035
ENSG00000002586	PRAD_37_prostatecancer	4.15939693932272	370.88043819941
ENSG00000002586	PRAD_38_prostatecancer	4.34469662032833	421.239815587011
ENSG00000002586	PRAD_39_prostatecancer	3.76611309533491	283.013790700918
ENSG00000002586	PRAD_40_prostatecancer	4.72582545375194	547.283350706363
ENSG00000002586	PRAD_41_prostatecancer	4.35601885037894	424.529164277067
ENSG00000002586	PRAD_43_prostatecancer	5.44134006514381	894.330511450029
ENSG00000002586	PRAD_45_prostatecancer	4.40882575430641	440.212394535789
ENSG00000002586	PRAD_46_prostatecancer	4.86585679894886	602.512744221467
ENSG00000002586	PRAD_47_prostatecancer	3.56109905281464	245.783120032228
ENSG00000002586	PRAD_49_prostatecancer	5.00143137524152	661.279392454337
ENSG00000002586	PRAD_50_prostatecancer	4.29906856466492	408.239596615121
ENSG00000002586	PRAD_51_prostatecancer	3.81663512314369	293.020553895484
ENSG00000002586	PRAD_55_prostatecancer	3.66018150939341	263.124137554099
ENSG00000002586	PRAD_56_prostatecancer	4.16547386259083	372.432555050235
ENSG00000002586	PRAD_57_prostatecancer	3.58914090286992	250.572009619621
ENSG00000002586	PRAD_59_prostatecancer	3.50381445261173	236.281706370465
ENSG00000002586	PRAD_6_prostatecancer	4.13433580081214	364.547398020764
ENSG00000002586	PRAD_61_prostatecancer	4.55959930738846	488.24521933374
ENSG00000002586	PRAD_62_prostatecancer	4.10688031640893	357.733029112835
ENSG00000002586	PRAD_63_prostatecancer	3.52751225714277	240.167114557682
ENSG00000002586	PRAD_64_prostatecancer	4.7450660425463	554.561529307489
ENSG00000002586	PRAD_66_prostatecancer	3.62927711573764	257.588475528021
ENSG00000002586	PRAD_67_prostatecancer	3.1418928038328	184.155043048852
ENSG00000002586	PRAD_68_prostatecancer	4.82494008521426	585.823201789683
ENSG00000002586	PRAD_7_prostatecancer	4.25236399476702	395.34709557401
ENSG00000002586	PRAD_70_prostatecancer	3.11827213556559	181.181668459815
ENSG00000002586	PRAD_72_prostatecancer	4.69707901047296	536.586633972861
ENSG00000002586	PRAD_74_prostatecancer	3.57753426818472	248.578699045516
ENSG00000002586	PRAD_80_prostatecancer	3.83922465738838	297.608136219025
ENSG00000002586	PRAD_81_prostatecancer	4.33525463058775	418.51616860037
ENSG00000002586	PRAD_83_prostatecancer	4.42627294180986	445.520077280472
ENSG00000002586	PRAD_86_prostatecancer	3.82804281664283	295.328400966627
ENSG00000002586	PRAD_87_prostatecancer	4.66595372455904	525.239914942174
ENSG00000002586	PRAD_88_prostatecancer	4.43318397466685	447.640124372082
ENSG00000002586	PRAD_89_prostatecancer	4.85746516690242	599.051620269672
ENSG00000002586	PRAD_9_prostatecancer	3.63646295048003	258.865175595278
ENSG00000002586	PRAD_91_prostatecancer	5.31037733438664	817.467311906727
ENSG00000002586	PRAD_93_prostatecancer	4.0664025834215	347.917588175111
ENSG00000002586	PRAD_94_prostatecancer	3.16388074901813	186.966486366038
ENSG00000002586	PRAD_95_prostatecancer	3.20805619273595	192.74458699842
ENSG00000002586	PRAD_97_prostatecancer	4.53675262064551	480.643941573759
ENSG00000002586	PRAD_98_prostatecancer	3.94087615982018	319.154030810579
ENSG00000002746	PRAD_67_prostatecancer	3.3615074763564	42.4973176266582
ENSG00000002919	CONTROL_34_prostatecancer	3.33495125702224	56.9015690976852
ENSG00000003147	PRAD_13_prostatecancer	4.11751300386374	40.7147990685794
ENSG00000003147	PRAD_130_prostatecancer	4.51729309603997	55.9859950222667
ENSG00000003147	PRAD_2_prostatecancer	4.583619250471	59.0129293889897
ENSG00000003147	PRAD_30_prostatecancer	4.27236522083806	46.0724355854027
ENSG00000003147	PRAD_35_prostatecancer	4.42527021136269	52.0375317877448
ENSG00000003147	PRAD_64_prostatecancer	4.13013779048566	41.1277689199334
ENSG00000003436	PRAD_105_prostatecancer	3.17948014704717	83.3725855568983
ENSG00000003436	PRAD_11_prostatecancer	3.13264559167539	79.6548858321269
ENSG00000003436	PRAD_120_prostatecancer	3.07214879942878	75.0941004651635
ENSG00000003436	PRAD_121_prostatecancer	3.3833427091351	101.657117524928
ENSG00000003436	PRAD_124_prostatecancer	3.40997246964318	104.321442620459
ENSG00000003436	PRAD_13_prostatecancer	3.1096401764733	77.8891808268476
ENSG00000003436	PRAD_14_prostatecancer	3.80998033142538	153.763098061654
ENSG00000003436	PRAD_19_prostatecancer	3.15904455643189	81.7297995404504
ENSG00000003436	PRAD_2_prostatecancer	4.22552590029036	229.839830251854
